id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
94c6f3dd-e5b0-44e7-a2ea-c02233120225,GEICO,"Funny of the morning: I asked the Big Kid what he wanted to be when he grew up. His answer: a caveman. My husband: So, he'll work for Geico. https://t.co/pvIU8Lmo0m",neutral,GEICO,negative,899646538921590784,cfattorewvu,3161262128
f4cbaec9-39f2-4a4c-979f-d862424544c6,GEICO,You can save 15% or more on car insurance by switching to @GEICO 🦎 https://t.co/dnbyjAetnQ,positive,GEICO,negative,899671313152978944,deionte_17,2480911968
c6fdcb80-fb52-4278-a18c-b45f323e8ed8,AIGInsurance,RT @girlinjadegreen: Climbing the Aig. Grand Montets via the East Rigde. The Chardonnet and Argentiere Glacier made a fine backdrop.… ,not,AIG,negative,899636078268878848,unhocaju1987,887685765576237056
d68b6cbb-4db3-4b18-8a72-015cf8c43c69,Liberty Mutual,"Join the Liberty Mutual Insurance team! See our latest job opening here: https://t.co/BSkNddLOSG #Insurance #NewCity, NY",neutral,Liberty Mutual,negative,899642159225200640,LM_Jobs,1360273231
e2de110e-1450-4d7a-9b21-a1cbe07b16fb,AIGInsurance,AIG Scholarships are for young West Africans passionate about Africa’s Public Sector. #AIGScholarships https://t.co/nubJfdJ9q8 https://t.co/md8Vyn0uqf,not,AIG,negative,897935129842073600,AI4Governance,773482151983669248
66798140-a474-4454-b6be-aeedad40c374,AIGInsurance,"@bytownbamboo @aigkenham @AiG You're here all the time, aren't you?",not,AIG,positive,899688347383336961,SolKane12,885849103330148359
1be48ce7-7318-4e1e-89fc-06a07aacf932,GEICO,@GEICO NOTHING. ABSOLUTELY NOTHING. Geico will make sure you will have terrible experience with customer service. #geicofailedme #geicoistheworst,negative,GEICO,positive,899646678852136962,tishinopolis,755528298810060802
8a5af141-c432-49c3-b7dc-3ff0cdfa231e,AIGInsurance,"@AiG Sagan dropped out,but Dawkins
and Hawking keep longing for SETI to
pick up a transmission from Klaatu,
Space Ghost,Arrakis,Tatooine,ALF",not,AIG,positive,897947840479019011,65ct73,3089279801
a558c8c2-0c78-404f-a11c-4c785166e0ec,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899645785158983681,JonathanxNoel,168351257
0c3e45e1-748e-4d2c-982f-864bacb8e4e7,AIGInsurance,@aigkenham @AiG AMEN!!,negative,AIG,positive,899674453801672708,MerkelPatty,824270090149433344
dbfab8c4-1706-4a2e-bce8-87b4709fd6de,AIGInsurance,I liked a @YouTube video https://t.co/EuI4SRoSwa Metabolism is a Religion (feat. Dr. Richard Carrier) - (Ken) Ham & AiG News,negative,AIG,negative,899692474473512961,pdoylemi1,3031206743
833e62ec-13ec-4a83-a0f8-532e24b02e7d,State Farm,RT @thebocavoice: VOTE NOW: Boca's NEEDIEST children need your vote in @StateFarm's Neighborhood Assist. $25k to @Bocahelpinghand https://t…,positive,StateFarm,positive,899661533931868164,BocaCalendar,802344768261025792
07472747-6f8a-48aa-baef-1ee4a634c298,Liberty Mutual,"RT @goinhouse: Now Hiring: Assistant Counsel, Field at Liberty Mutual (Oklahoma City, OK) https://t.co/QGvzhGYYQs #lawyer #legaljobs",neutral,Liberty Mutual,negative,899663201696075776,NFALA1,2307467280
3d3b46fc-e858-43bf-a437-65d9b7da487a,State Farm,RT @girlsrockwallst: We're one of 200 finalists in @StateFarm's #SFNeighborhoodAssist grant competition! Voting is open until Aug. 25.…,neutral,StateFarm,positive,897934586843365376,JWFent,538506998
23397c61-6e48-4700-a123-51a56096f8ac,AIGInsurance,"Hummm et @AIGinsurance ????
https://t.co/GQsvuLeL15 https://t.co/l66aQPFeC9",negative,AIG,positive,899654238904737792,TrabajarEuropa,66168289
fb4ad3cc-71ab-4779-8855-660515eca37a,AIGInsurance,"@nonahudson @AiG 😂😂😂
Amen
😂😂😂
Clueless!
😖😖😖",not,AIG,positive,899637271279874048,Broken_Babylon,892303895690608640
08c4d90a-8c97-43cf-b057-8f9143943a56,theHartford,Out of jail and still can't go to the Hartford Fair brb killing myself,not,the Hartford,negative,899661053193310208,XxImOnFirexX,27914989
8f76f647-5f9f-4466-91f7-9c2f27690b4c,GEICO,"Join the GEICO team! See our latest #job opening here: https://t.co/uN7OU3U6fg #VirginiaBeach, Virginia #Hiring",neutral,GEICO,negative,899642985121423361,tmj_orf_jobs,38094440
93303843-ab1d-4e89-9087-719dc2658630,State Farm,"@StateFarm Statements and things regarding our account. Sometimes two, three copies of the same documents or a note with minor changes.",neutral,StateFarm,positive,899678915727425537,amour_de_porc,62078233
22f34429-9213-488b-9c09-587eb47662f3,GEICO,@garthbrooks @GEICO @amazonmusic I tried to download it :(  Looks like it is US residents only :(  What about us Canadians,negative,GEICO,positive,899686841355571201,CarieDusick,2836728266
fb136ca7-ffa0-4939-ab73-454261c77da9,GEICO,"Join the GEICO team! See our latest #job opening here: https://t.co/YgeD4Jqnri #FortWorth, Texas #Hiring",neutral,GEICO,negative,897938856565030913,tmj_dfw_jobs,37935874
e66bbb85-ea7f-4b27-83b1-dd94da911e38,AIGInsurance,"La ""fiscalite aigüe"", maladie chronique et très invalidante (pour la France) de la gauche mais il faut bien financer leurs délires https://t.co/tQqKCLBs9a",not,AIG,positive,897936766203604993,NorbertHekimian,2209101834
1681817a-7c20-4f0b-a5b7-844a6ea87f82,GEICO,"I had geico like 2/3 years ago. Not fckin with them nomore. But state farm was like tht , and nationwide is awesome . Smh https://t.co/hmnPgj8Lzo",negative,GEICO,negative,899650259093258240,stophatingson,191918601
46717df8-b350-4d77-884b-35bca95fa455,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,not,GEICO,positive,899638446666510336,Cindy_JPG,2284471962
ceeccf8f-f448-45ab-badb-ef2a531d6278,AIGInsurance,@MaitreZemky @_M_Avocat Un sens aigü du contradictoire…,not,AIG,positive,899683275190538240,cypher7th,334554629
f4577129-e50d-4e1f-b5cd-0bc3e8c44bab,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/cpNjO153vi,neutral,Farmers Insurance Group,positive,899691649915170816,joly9x,893902267572781065
5161ee82-6fa6-4002-a1cf-a7b86f3ba647,GEICO,"Just a few weeks before I'm about to move to NYC and sell my car, Geico informs me that they're lowering my insurance by almost $50 😒",positive,GEICO,positive,897948470685847552,_MDUBYA,73516859
3ee27042-bf82-4ed6-b17d-69da704444d2,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899655734333509632,RyanTumel,2929591409
dcaea13a-ddb0-4dca-a725-648b3488a79c,State Farm,We can make a difference in students’ lives w/ a $25k #SFNeighborhoodAssist grant from @StateFarm. Help us by voting https://t.co/SihIw5tgN8 https://t.co/tXOcvn4Q9N,positive,StateFarm,positive,899676816079769602,FlaglerEdFound,166049741
5200663e-d603-43a7-95f4-6cc3f9244749,FarmersInsuranceGroup,@FarmersRacing @BMSupdates @kaseykahne @TeamHendrick @Hendrick5Team @WeAreFarmers I would love to see him win in person so let's hope so!!!,neutral,WeAreFarmers,negative,897941275625889797,linds5_19,32312212
dc3b7ec8-dcfc-4d4e-8ca5-f4fd59e8460d,AIGInsurance,"Panamá cree en el futuro de sus niños; por ello AIG ampliará @RNIPanama , ubicando sus puntos de contactos en múltiples colegios del país. https://t.co/YcsazNSnwL",not,AIG,positive,899677730127704066,InnovacionPma,168526081
16f295a8-93ce-439f-8096-996f50a6e0f7,AIGInsurance,"RT @PaisKM0: Sobrevolem #Tiurana, un poble ressorgit de les aigües!!! A partir de les 18h, no et perdis el #PaísKM0! @LleidaTV…",not,AIG,positive,899675492198100993,joanfoguet,14588659
b6a6a185-5f72-4227-8b38-19b405e3611b,AIGInsurance,RT @AiG: Do Fossilized Theropod Scrapes Reveal Dinosaurs Danced for Mates?https://t.co/OEfHPRy9e9 https://t.co/T4LXlASI69,not,AIG,positive,899678605889814528,ShawkOfGawd,389585120
44daf84f-4922-47ec-8b74-0d1ca658561a,AIGInsurance,RT @aigkenham: Is the eclipse an apocalyptic sign? Read @AiG astronomer's blog dealing with this & other aspects of today's event  https://…,not,AIG,positive,899675253298929665,tdwillis52,2258380561
013935cb-17bd-494b-9fd3-2387901f76ca,State Farm,Protect your #smallbusiness from legal exposure with workers’ compensation #insurance: https://t.co/zga7OPex7W  via @StateFarm #workerscomp https://t.co/eW0rQsnyMd,positive,StateFarm,negative,899639808519262208,Manta,20266431
4d761f6d-a292-4a55-828b-c1be56a27874,GEICO,"I just saved money on my car Insurance by switching to Geico.
 #CanYouKeepASecret",positive,GEICO,positive,897934975722438657,coolcam101,2867790896
51b98e73-f3c4-44da-9b2c-aefdb5b23f9e,AIGInsurance,RT @GUIGolf: “I couldn’t imagine doing anything else”.  @gleeson_alex on what it takes to be AIG Irish Close Champion… ,not,AIG,positive,899679112050221058,Nick14Watson,197438450
2d132375-7ba8-4744-89fa-1c4584bef4a0,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/GnFLyDXcSv,neutral,Farmers Insurance Group,positive,897941723556462592,99ytteb,702609702580916224
69c28ffa-5aa1-468c-bab8-9248004485fe,GEICO,Just saved 15% or more by switching my car insurance to Geico https://t.co/0w5jm674Sl,positive,GEICO,negative,899664467025383424,lifeofjody,827969280398520320
1d72d6b6-8afd-4f6e-afc3-914e1f49a00b,AIGInsurance,A-nochd aig 21f air @bbcalba Eist ri do Chridhe (Change of Heart) (R) https://t.co/2HpLLqmUVI #trusadh #bbcalba #heartdisease,not,AIG,positive,899666496267448323,mac_tbh,271459109
f6245e38-9adb-4701-a1b9-8a211afcaeb6,GEICO,"@EllieODaire @GEICO Aw! Happy (belated?) Birthday, though!",positive,GEICO,negative,899666108743012353,pseudosoldier,15624002
a71b3f90-0380-4ec0-878d-5751bd954b8d,AIGInsurance,@aigkenham @AiG Right there with you.  All glory be to Jesus!!,not,AIG,negative,899680118448279552,krodmmer,825175209384755200
be250cd8-6193-4fd3-a47b-d6e03b3abdd4,State Farm,RT @SF_JimSlaven: Simple Insights https://t.co/tQzk45kvly via @statefarm,not,StateFarm,positive,897936348870574080,NWIUrbanLeague,2888894904
7a2d24c4-9a1f-4c2c-96bd-1bea8f6678e1,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899638872535175168,Flaimthrower,2660574132
e491df21-179e-46a0-acf1-3a2a1d72dac7,GEICO,I just checked in at Geico with #mPLUSPlaces Download today!  https://t.co/FNeK4hhRCu,neutral,GEICO,positive,897933810179817472,Nb2016Strix1,716135663221874688
6ef2cf46-ed25-4e0e-87af-3b793880fc86,AIGInsurance,"RT @BillyPhysics: @AiG Ken, you've been spending too much time with banana-man @raycomfort. What a great comedy double-act you make.",not,AIG,negative,899678718549008385,taxexpensesWhor,2726131786
dc018a63-f6c7-467a-8212-e5b529962e4f,AIGInsurance,"@bytownbamboo @aigkenham @AiG Then you'd be all over every religion, myth, and fairy tale. But like the rest, you're always harassing Christians and only Christians,",not,AIG,positive,899692434246029312,SolKane12,885849103330148359
0ae3e421-3593-499f-a431-d0986e21c4d2,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/cp5VSsWTbe,neutral,Farmers Insurance Group,positive,899637342058668036,mandybruin,54062249
328fa485-2f56-4c4a-92fe-3ef7c8d6a187,State Farm,"RT @ClayMillican: Please take a moment to vote and help us win this grant from @StateFarm for @PutOnTheBRAKES 
Thank You !!!… ",positive,StateFarm,negative,897939323168976897,CathKingston,1525716654
e04b9f1c-3a3c-4b70-adae-45449f47bfa4,AIGInsurance,Tha agallamh againn air An Là a-nochd le fear a b' àbhaist a bhith anns na Stone Roses...faic @bbcnaidheachdan air @bbcalba aig 8f #Gàidhlig,not,AIG,positive,899659340575121409,RuairidhMaciver,1544132400
7f30a6a6-58ac-4101-a5b1-195a11130980,FarmersInsuranceGroup,"""A Rexburg #insurance agent working for Farmers Insurance group had his… https://t.co/UuyK8YHSqa #insurance #Finance",positive,Farmers Insurance Group,positive,897939106449293316,shean_dawkins,1226030334
