id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
a58b7c4f-248c-47bc-9d9b-6e3daf84b4d2,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918493770722758658,QueenEmilyJean,3363211774
81db0df9-6788-4099-97ab-ef518e0953ea,GEICO,not cool @GEICO & @travelers ... you cancel my homeowners insurance & then have the nerve to want me to sign up for weather alerts? https://t.co/u2cwDjDGPn,negative,GEICO,positive,918507221188825088,KTredsquirrel,43242922
7800b89d-4426-4735-b79b-2ef1012beaa3,GEICO,@AssurantNews Hope reviews on your company's handling of claims denial of payment aren't true. We r customers through GEICO & very worried!,negative,GEICO,negative,918499392428048385,PGMediaInc,2382320869
2af9ac01-91ef-4de0-baca-fd49f0d2df3d,GEICO,"RT @LAKings: #TBT to the retirement of the Great One’s number #GEICORewind
@GEICO https://t.co/zex26zl34f",neutral,GEICO,negative,918520448706416640,deeayygoh,215180236
36fb9949-cb56-4116-bcbc-df16896c83b0,GEICO,Running of the Bulldogs – GEICO https://t.co/gpn22rKGUB #hourofcute,neutral,GEICO,positive,899671944936685568,myopiabillson,856711969
bfead0e2-1f6a-4534-879b-71bc810865d9,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899679476036116480,nicsuprxme,2334035211
c80143eb-a2f7-485d-8475-9114c0a21b44,AIGInsurance,"RT @CityPoliceIFED: With help from @AIGinsurance & @TheIFB, 8 men have been sentenced after attempting to set up a fake bus crash…",not,AIG,positive,918516686961172481,HCTEuk,3972057172
171f49e7-d65f-4232-806e-853888df083c,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918502528404410369,wujupeach,815009106469732352
5a2a28ba-376f-4876-967d-dda0f62ca978,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918489382792912896,therealmich3le,787763679399776256
4199fa13-9d35-4c36-a6f2-4db980eb9780,GEICO,"RT @LAKings: #TBT to the retirement of the Great One’s number #GEICORewind
@GEICO https://t.co/zex26zl34f",neutral,GEICO,negative,918511516009168896,RobSwift424,445821714
0c970a96-80d9-48ef-ae1a-15b21c81a56e,FarmersInsuranceGroup,@WeAreFarmers Why would your moose vs swing set depicted the moose being dehorned. Swing was in the mosses world not visa versa! Bad taste,neutral,WeAreFarmers,positive,918499560460349445,mmulcahy54,42920545
e50ed060-e86f-4c03-8299-320659f90e1f,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918502028741107714,brujaja_,838779068472512513
d9ba7c75-5b0c-4d19-a024-287a9897ca84,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918493019627773952,JazzyJazz4,165951551
a2aaaab1-6eb3-4bf2-ae3a-1114e0a044a6,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918518628450013184,briasiadepree,4299307095
de65b45a-a21f-4212-b598-b32f5e53f0de,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899646520131076098,ralphluales,38944049
9de8fb76-5c64-408a-b0e0-c3b357c957ca,GEICO,"@insidetroy Outside of old GEICO commercials, you don't see them around do you? Walked off cliffs from blindness 😎",not,GEICO,negative,899648389314301953,FightOn_4_GOD,2323840028
f99fa2bb-09a8-4fbf-ac58-79c50f82fc97,AIGInsurance,@AiG Neither. We are still primates and we are still apes.,not,AIG,positive,899678531902427137,HoneyBadgerWins,862337830848278528
62e3c090-69b0-45f6-a41c-d1b8ac5cbc43,State Farm,Watch the progression of a recent #awning #removal and #installation for a local @StateFarm office. #Maryland https://t.co/aMwBEEVHLl,neutral,StateFarm,positive,918508409682620421,SpeedySigns,46673502
8ca20cb6-98f5-4952-9478-0d7a495f4348,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918489107021537280,colincsargent,21628191
499f6c13-81bf-4abe-90d4-8465a80f23be,AIGInsurance,gigantic /ʤaigæ'ntik/　〔形〕巨大な，巨人のような https://t.co/tWDXMqZaAr,not,AIG,positive,899652315560398848,eiken_pre1,125181369
23457406-802a-441b-bb0f-ac535cd4a020,AIGInsurance,"RT @aigkenham: At @AiG, we unashamedly believe that the Word of God is our authority in every area.",not,AIG,positive,899687670619684864,UnashamedBrian,791515635176001537
a1bb3675-2273-4894-b743-9fe32f1a69d0,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/aUKclSdbus,not,Farmers Insurance Group,positive,899645409878052864,clbeasley63755,1493154668
59f51ebc-6671-4168-b018-aeef2b94fe2d,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918499201683787776,URLOCALTEENMOM,717086970665705472
4c9209fe-7bc3-4035-b865-f1e0974e479d,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918512233801551873,cole_h256,370337260
72e12e2d-6903-4f19-a1b1-f6ca06d913dd,State Farm,"RT @ClayMillican: Please take a moment to vote and help us win this grant from @StateFarm for @PutOnTheBRAKES 
Thank You !!!… ",neutral,StateFarm,negative,897941892582821889,mimisabates,514538415
d31e1b9b-7547-4c76-8e24-d859c7b6d818,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918499075804319745,menajeATrois,2381467699
cde36fdc-cb6f-4ca3-9fcb-1b9ff3f9b821,AIGInsurance,"@OAPSchat Please advise which email address your sent your email to. Also, please follow up with GCRS@aig.com if you prefer.",neutral,AIG,positive,899637409377341445,AIGinsurance,126118683
5d5a68fe-7e3c-43ee-bf12-e64050cb9fbf,AIGInsurance,RT @AiG: Human Origins from Ape-Like Primates or Fully Human People?https://t.co/GVQeDEeXuS https://t.co/SCHgrggLJ6,not,AIG,positive,899679163795243008,AddieMiller0330,829838585188720640
82f784d4-03d1-423f-b724-bb4508129f24,State Farm,Meet #Panthers legend Brad Hoover tonight @Panthers Lair on the NE Corner of Mint and Morehead at the @StateFarm RoadHouse from 6:30-7:30pm! https://t.co/BeJ1PL0a4W,neutral,StateFarm,positive,918492784524488704,PanthersPromos,21765029
d0e238e3-e0d6-4ded-b978-16153c7ac3f2,GEICO,37 days later I get confirmation that a) @geico needs to take a high school physics class and b) the damage was caused by the accident,negative,GEICO,negative,899675126245072896,theBGexperience,253143194
d8104bc2-6d23-48b4-b29b-7350f69f3331,AIGInsurance,AIGのスポンサーシップ責任者であるダニエル・グランツ氏は、「私たちは日本の保険市場における事業拡大のため、AIGを象徴し、かつお客さまの印象に残る物を作成したかった。」 https://t.co/p5Puu5NOck,neutral,AIG,positive,897936003138179072,NsportsJp,841628804242014210
d5dc24f9-ae1f-4c46-9fb6-10d9aa04c0ab,Liberty Mutual,Starting to get a little nervous for my interview at Liberty Mutual😁😅👔,neutral,Liberty Mutual,positive,918493445584572416,bbehler_,344528809
95d09953-fef5-42a3-bd7a-a29c2b2a3705,GEICO,"Dear @GEICO 

Fuck off. Your ""low"" price for car insurance for 6 months is more than my car payment for the same period.

Eat my ass.",negative,GEICO,negative,899663069567176706,revmenagerie,17683725
d9c8115f-5c82-4097-b5ce-8c14c1544728,Liberty Mutual,"Senior Analyst/Consultant, Advanced Analytics https://t.co/WospYY5jKT Liberty Mutual
 Location : Boston MA US
S... https://t.co/bYd9s4vwHY",neutral,Liberty Mutual,negative,918507857049505793,usajoblist,850616063284957184
6be4b112-cb77-486f-825f-7e75b960494d,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918493920157245451,Lorena_1013,266407820
6ae56c20-4689-4d39-9f92-67fbf648c417,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918508910599839749,logicninsanity,911686627097022465
97db4cd4-b29b-4ad1-aaa2-cb1a9f2a6892,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918490964494356480,dezzydezzzz,702205229505323008
0f26fabb-aa37-4701-990b-4d42e57f8191,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918521003667488770,tontondaquanda,2200341602
63260764-ed53-4134-9cbd-907694c902a7,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918514629122326528,JustaGreenBean,3299231878
07aa22a8-2fcb-4a5e-9c29-66f895692beb,GEICO,"Attorney II in #Richmond, VA - Geico https://t.co/hq5Q6aS9Cq #AttorneyJobs #LawJobs",neutral,GEICO,positive,918507660672090112,attorneyjobs9,2275546610
344f4561-b508-40e0-8723-1754dc7a35ac,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918511371033219073,yasminaharold,143264116
506db22d-f230-4ec8-8f48-5741768153da,AIGInsurance,RT @AIGIreland: “I couldn’t imagine doing anything else”. Golfer @gleeson_alex gives an insight into what it takes to be an AIG Iri… ,neutral,AIG,positive,899673127692664840,sprussell1958,1048054902
f45d7820-77f7-4c71-b1c2-df1a37c92284,GEICO,RT @ConanOBrien: Trying to binge-watch all of the Geico commercials. I’m up to season 117.,neutral,GEICO,positive,918499596099350535,MarianoRobledo2,608530739
979dab56-444b-4fb9-934c-f9f5eb1ee186,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918515656865341441,foreheadgoddess,2760875248
ce3306b3-e3d8-4838-930b-cc07ec08cf21,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918515183127007232,IllestCreation,539583173
9d0f829a-3f67-4525-b735-9b67fb141582,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918513598359572480,alliedionisi,4853772255
ee979d6f-36da-43e7-8b07-8b4b475a4b11,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918509297780383746,miniibrah_20,2175844173
08e6d1cc-cc8d-4a4a-a3cd-fc45484944e6,AIGInsurance,LRT SKEHAESKLGNESLKA I LOVE HER I LOE THIS COVER I LOVE THIS TESHAKSG AIG I LVOE,not,AIG,negative,899635510703935490,suzu___oto,706994289536991232
68dc0f19-38d2-4420-8a8f-c5a331e40a7d,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918514051994365953,p0pstar777,607767332
0ae64408-1058-425d-a931-b03606c0fa84,AIGInsurance,RT @SiliconArmada: Senior Developer Excel VBA @AIG Bangalore https://t.co/XT58m1KWDb #GUI #Microsoft #Oracle,not,AIG,positive,899666216029224960,NGUETI,159773313
0a198fc6-61a7-4d89-9935-fd1cf3b97360,State Farm,Protect Your Car from the Damaging Effects of Sun and Heat #summer https://t.co/wJi3C9nYVw by @StateFarm,neutral,StateFarm,positive,899693955285221376,thenextst,101808366
227cd355-cbc3-4e2e-a18d-659b272d9d4c,AIGInsurance,"@aigkenham @AiG Ur view would make more sense if u had something that could be verified as the ""word"" of a supernatural creator. But you have a book by men.",not,AIG,negative,899673035338244097,AssembledAtoms,811630262006075392
56b315b7-4635-4f51-83cf-b603f2fdb733,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899640514856853504,addeeeXD,798301044673482752
0d787e97-7dbc-4f08-8bcb-a9a2abc92300,State Farm,Help out our friends at @StateFarm!! https://t.co/59uPu9NoWH,neutral,StateFarm,positive,899671668750139392,mattiecstewart,20802780
6eeb19cd-b5f0-48e4-a606-bc370e57b7f2,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918519442841243648,trinuvian,336207509
614c58fb-3b5b-47ea-9fd5-acaf66365930,State Farm,"Hey it's Jake !
From state farm!
*immediately takes screenshot and reports him for not wearing khakis* https://t.co/yjyonXBaOJ",not,State Farm!,positive,899650104063180805,colbywinters,72181342
3b7bc3ac-bb8f-4603-a50b-bc2a6622f7bb,AIGInsurance,"@volemangler @AiG But you show no proof, nice debate.    I win",not,AIG,negative,918518061560401922,Smete69,727508356173279232
af522ab8-d1f1-4790-abf4-ad550f1a7e69,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899644205609369601,distresbandanna,821164786083708928
f21bdc88-669b-4d99-a1a5-b82f8c9d58a3,AIGInsurance,"@Adam4004 Even the co-founder of AIG says that sales are 25-50% below expectations (which he called slightly below, hehe). https://t.co/uwktMpJMJ9",negative,AIG,positive,918509961440845824,Givemeham,119269040
0485e80f-261c-4fb9-bbc6-8c0eebc3537c,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918492266825531392,tvaddict91,128206349
57a889ea-b1e2-4e42-90ec-2d318d0b5614,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918501971295981569,BanitaApplebumm,147677116
6c5c390b-3718-4773-838e-d0d2cbb20533,AIGInsurance,RT @MartinasSister: So excited to be a Group Leader tomorrow at the FIRST ever g4g@workday at @AIGemea in Croydon #g4gAIG #GirlsInStem #AIG…,not,AIG,negative,918501043239116800,JiveCroydon,856978506558955520
2e208b85-4c3f-43a8-af58-27b5107fd721,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918497248631316482,nyathepapaya,824495959
cd4e8fb0-c41a-409e-a981-effd48e090ee,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918519248577859585,jaylendante1,726530732
ec9b5886-884e-4a0e-91b6-2bec7114f9d8,AIGInsurance,"@AiG No, the cells just stop functioning and the whole mess catches fire, like the souls of atheists will in hell.",not,AIG,negative,897938871098368000,KenHamsArk,751429815568216064
958b0e18-8bae-431a-8959-2dfd410301c7,GEICO,"RT @Aphillips1433: Geico, 15 minutes could save you 15% or more on car insurance https://t.co/VnAUukT9pU",neutral,GEICO,negative,899667576351010822,PGreene4,564226510
530494be-ffcc-49d2-8e33-45ffe67a3385,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918493772761231360,PussssyCroook,628053278
1ca80a33-d9e4-4ab1-b6c7-5e05392fd541,AIGInsurance,"Zacks Earnings Trends Highlights: Delta, Chubb, Travelers, AIG and Everest Re https://t.co/i7ldtdNa6u",neutral,AIG,positive,918498272272101376,goodstockinvest,817646088136118272
468807db-344a-4732-a4cd-f881d88a089b,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918488795896565760,kIKididit,57423863
2e3415af-3320-4426-a970-0f380fd03825,State Farm,RT @kconusa: Enjoy #KCON17LA with VR technology! Come take photos and explore everything Hallyu at the @StateFarm 360° booth.…,neutral,StateFarm,negative,897939941392400384,Multistan365,859861457655128064
2a8e7224-f6ae-455b-84c8-362ce272f872,GEICO,Geico has the fucking WORST commercials,negative,GEICO,positive,899657286968279042,LongsnapChris,563297390
9c335d6b-fb47-45ed-8123-9eb0c6226534,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918504331766321152,laurmami42,811312828992880640
10b636c3-8c2d-4d2b-82ea-871184f94f00,AIGInsurance,RT @AiG: In the Space of Six Days? https://t.co/0Oj0VJr33x https://t.co/cVOrZBWXrA,not,AIG,positive,918506927503450117,createdin6days,818870945989345280
545f3757-a6be-450f-b224-41c43158bed0,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918503862008414209,jamie_jpg,1751038531
c349e897-27ca-47cf-9b9d-812a13668732,AIGInsurance,"@movilla Hi Martin, the people that deal with transporting pets on our flights are called AIG Cargo. This link https://t.co/kBcPy5U6mD. 1/2",neutral,AIG,positive,918520512388718592,British_Airways,18332190
59ccc39c-f7ec-4c83-a199-8940b0a5b82c,AIGInsurance,Avui a Aigüestortes ven igual que fer la Macarella i Macarelleta #valldeboi#Menorca#siensllevembendora,not,AIG,positive,899680816875360258,zoilablanco,280129916
d7c9b0d9-01df-4ade-b487-7d5e01ddea05,State Farm,Show some love for #ULIEA'rs @ChicagoEcoHouse w/a vote (or 10!) so they can get $25K from @StateFarm & grow! Vote: https://t.co/rUuMCiEHQc,not,StateFarm,negative,897939804985458692,UL_ESTEM_Award,2930354044
a1ca4ba9-03ed-4020-9922-f05c3e51bd62,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918520194812858370,djbluntz_,1524148027
4aa41193-648b-4e2c-b257-ebed6f5c1f2b,State Farm,RT @SF_JimSlaven: Simple Insights https://t.co/tQvLCOxrz4 via @statefarm,neutral,StateFarm,positive,897936104946401280,NWIUrbanLeague,2888894904
d7c3b3e0-c390-4eb8-aed6-8c5e800fd4db,AIGInsurance,RT @AiG: Human Origins from Ape-Like Primates or Fully Human People?https://t.co/GVQeDEeXuS https://t.co/SCHgrggLJ6,not,AIG,positive,899678581625765888,JennRush,32613706
a0eb609a-e070-45ba-8cef-3c3bad05aaea,theHartford,"Hot take: Iconic, on the level of the Hartford Whalers logo https://t.co/dVLJKYIm2W",not,the Hartford,negative,899681398801539073,TallBlondeGuy,28958547
e815ef8d-ac1f-4a81-b008-f70148f979f9,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918499994214289408,JustThursday,77087562
0e01409e-2b8d-4d56-b07d-3c0df6e677c5,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918509589972340737,cesarpojeda,1703455945
c6e21fdb-51d2-4a75-83bb-73cc2d97dc09,GEICO,RT @kNo_Mercy: .....A bunch of money on my car insurance by switching to Geico https://t.co/0BppeAFlkm,not,GEICO,positive,918496395753123840,peace_monster,2680434622
cb335c5b-d65f-49cb-b561-813d29a67a30,Liberty Mutual,"Join the Liberty Mutual Insurance team! See our latest #job opening here: https://t.co/D4521QSQdP #Sales #Roanoke, VA #CareerArc",neutral,Liberty Mutual,negative,918493941472813056,tmj_roa_sales,24640211
