id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
1d5e7a0f-625c-44e5-8a00-0c2f7f25bb06,AIGInsurance,@AiG I believe it was early form of breakdancing with their form of hip hop,not,AIG,negative,899679156291739649,taxexpensesWhor,2726131786
092017d0-e552-4078-8792-c4baec3c579f,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899664553323180034,JosueM_10,547254774
3f404564-c938-45e7-9017-177c8de035bf,Liberty Mutual,"Join the Liberty Mutual Insurance team! See our latest #job opening here: https://t.co/nG7ASZiRbh #HR #Boston, MA",neutral,Liberty Mutual,negative,897940918505844736,tmj_bos_hr,23089878
5da1a629-17be-445e-9840-4ecd4e1c245c,State Farm,@TheVampsJames Meet Jake from @StateFarm  #BePositiveIn4Words https://t.co/FVCDNYRU8i,positive,StateFarm,positive,897951165194924032,RichardRangelJr,755261049016688640
5a0c281e-2e74-4272-adcc-a8c47a3d7074,AIGInsurance,Avui a Aigüestortes ben igual que els que van a Macarella i Macarelleta #ValldeBoi #Menorca#cotxesimescotxes,not,AIG,positive,899682295438860288,zoilablanco,280129916
2eb7782e-bfda-494a-a806-17f83ce2e033,State Farm,"@ClayMillican @StateFarm @PutOnTheBRAKES VOTED! @ClayMillican is the man! 
#KeepTeensSafe",positive,StateFarm,positive,897946753604796416,TheBerlinetta,154667395
b4f21f4a-f4da-4aa3-b33c-e226c82f5b4a,FarmersInsuranceGroup,RT @ExpoUAV: Discover how @kespry is helping @WeAreFarmers fly ahead with the launch of a new drone program… ,neutral,WeAreFarmers,negative,899642589355229184,samlee94087,483344123
0bfff960-c83e-4176-aaf3-559c40053636,GEICO,"We're just like two guided middle destroyers passing each other in the night. Oops, my bad. 

#deepstategpsappssuck
#asiandrivers
#geico",not,GEICO,positive,899652580846047232,jcmarder,262903423
541fd486-f582-4a88-9971-5041c309c495,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/TdSoyv83ld,neutral,Farmers Insurance Group,positive,897933626427416577,deans414,3300893122
54194f23-feed-4922-8cfc-276d5f35cf55,State Farm,"@StateFarm Ah. Ok, thanks for the info. Hopefully that changes at some point in the future!",positive,StateFarm,negative,899680370140041216,amour_de_porc,62078233
f1c53d7b-8204-4b71-b7c3-a52fec14bd6a,GEICO,#KSHP spinning #UnitedStations - GEICO XGGA-2993100 at  https://t.co/Ol6jRTcwis,neutral,GEICO,positive,899636348541431808,KSHP_DB,108514029
f2e109f0-73ab-4f31-ab12-b3e884322b7e,State Farm,"Mark Cooper - State Farm Insurance Agent in London, ON https://t.co/sH6V3NrE6z via @statefarm",neutral,StateFarm,positive,899671375480225792,cody_sully,270600389
b1385aef-21ac-4f73-bdb0-ca237cad4195,AIGInsurance,@SolKane12 @aigkenham @AiG Do I?,not,AIG,positive,899687928997269504,bytownbamboo,785896260398096384
7e8cff9d-3ea5-4c80-942e-9d2530dbbb37,GEICO,@CramersShirt @GEICO Try @Amica,not,GEICO,positive,899661144708849664,TweetNishit,1074455964
a0538af3-9f59-4ab5-ad34-adfdc271abb1,FarmersInsuranceGroup,"#SolarEclipse2017 Moon Pies courtesy @WeAreFarmers in Kearney, MO! https://t.co/bVQGwZYw5Z",neutral,WeAreFarmers,positive,899688512768942081,mcricker,19754093
8fbcc942-1b16-4bfe-9dfb-5cbddc7a16b6,State Farm,RT @kpopconcerts: Did you guys see @KARD_Official at the @StateFarm booth? #KCON17LA #KARD https://t.co/vqfmmjyS5x,neutral,StateFarm,positive,899673485043159042,jxsomin,496750896
6f1d1ece-4f99-45c0-8cd1-e7b3229a86a0,GEICO,"Want to work at GEICO? We're #hiring in #ChevyChase, Maryland! Click for details: https://t.co/GkeDz849nw #GEICOITSquad #Job #Jobs",neutral,GEICO,positive,899673662390902784,tmj_dc_it,20828400
ea64ff08-11bf-493b-962d-d6ad06675d85,AIGInsurance,@aigkenham @AiG Which god?,not,AIG,positive,899673016044576769,bytownbamboo,785896260398096384
57263a90-c785-4846-8150-164d678b6e90,GEICO,#GEICO SportsNite: Manning looks to shake off rust. Read more: https://t.co/xsSPASt3H3,neutral,GEICO,negative,897949376697450497,bfsi_financial,4811917159
0bff4169-6c91-4057-b3f6-48b4f6970397,State Farm,"RT @hfhwm: Help us win a $25,000 from @StateFarm! Vote 10x each day until Aug, 25! https://t.co/yxyd77dOYk…",positive,StateFarm,negative,897946849427857408,thealanaleblanc,2475740946
513c817b-e555-4612-aa37-35124ad960a2,AIGInsurance,"RT @nicaonghais: @DerekPluto Barraigh 3 - 4 BnF ⚽️ A' chiad gèama slàn aig Lennon, gille mo bhràthair @gingemacinnes Coltach gun d'…",not,AIG,positive,899676594805121024,gingemacinnes,423725279
41c4c104-7a8f-4e15-b77e-c86d57099b62,theHartford,RT @GreatHendowski: Guys I found a bunch of eclipse glasses in the dumpster behind the Hartford theater! DM for prices. https://t.co/WGTFba…,not,the Hartford,positive,899654804368175105,Rob_theDream,1344776156
eda5072e-cda8-4b32-809c-0f44426d9fc3,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/J2WJWmTKFX,neutral,Farmers Insurance Group,positive,899695707908526080,ForbessLori,2464917073
1a596389-9859-4573-b7b2-f94d26c04d58,GEICO,"Yeah!! If there's gonna be a theme song re: how 15 minutes w/ Geico can save me on my car insurance, I want Bruno singing it, dammit😂 https://t.co/udn63LgeTe",neutral,GEICO,positive,899686281227231234,UpNAtom77,1576174856
fb9e435f-889e-4a6f-ad8b-95f2e97147a0,GEICO,Geico getting on my nerves and they got me fucked up,negative,GEICO,positive,899664079924678658,IVXVIIIMMI,336791136
91c5fde8-42aa-49de-b9c5-5ff97ab710ec,Liberty Mutual,New Liberty Mutual campus in Plano could bring thousands of jobs | Real Estate | Dallas News https://t.co/MZJVWko9dB,positive,Liberty Mutual,negative,897951344945790976,LuckyLuck100,885574433703948289
9a5bdb54-b818-4558-a6f9-bedbc8b64b00,AIGInsurance,Aigang - Blockchain protocol for Smart Insurance #blockchain #crypto #altcoin #ethereum https://t.co/s2Q1eUG3bN,not,AIG,negative,899672834578022400,coinspectator,2276587183
855d270c-61dc-416b-aa13-eca79bb1eaf1,AIGInsurance,Nuevo #trabajo de Montadores cocinas en La Barraca d'Aigües Vives (Valencia) https://t.co/QzcQZ90A6v #empleo #Cronoshare,not,AIG,positive,899639251322773504,TrabajosxHoras,2799623085
b643dffc-2a27-4fd8-9587-eb8a69e93e72,GEICO,@TheAtlantic Did the guys who make the GEICO commercials get a hold of your twitter account?,neutral,GEICO,positive,897934246433570817,PonyMenace,4497113722
063a2e3f-1776-47da-a419-17c557621d23,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899659720956489730,SF_AdrianaG,1920865058
f5337e67-304b-4147-a32b-1f2fd30696d9,GEICO,"I am:
⚪ tired
🔘 vengeance

I am: 
⚪ a twospirit
⚪ a 🐸 
🔘 The Night

I am:
⚪ Saving 15% by switching to Geico
⚪ Person Man
🔘 Batman",not,GEICO,positive,899642382890803200,Ether_Fade,758901032407576577
dffbd9f1-42b8-4bdc-a383-e2187af72168,State Farm,Hey @StateFarm we get *so much mail* from our local office and are told there's no e-option. Is that true? What's your plan? #nomorepaper,negative,StateFarm,negative,899676851647467521,amour_de_porc,62078233
99effed3-ad36-47d2-86f8-41f4584dc60f,State Farm,RT @minnesotalynx: Sylvia Fowles powers through the triple-team for yesterday's @StateFarm Right Combination Play of the Game! https://t.co…,neutral,StateFarm,positive,899657776745656320,MiamiSuns,167645856
ffff4789-0a94-468d-b039-afef8bc15200,AIGInsurance,@ArkEncounter Hey Ken Ham and the rest of AIG!  @aigkenham @aigkenham @aigkenham @aigkenham #kenham https://t.co/DAUGpb0mWT,not,AIG,positive,899657455608762368,bentoutofshape1,884056892544299008
2e032dbf-8745-4fc7-a931-18d028058b9c,GEICO,"Everybody's getting excited about the eclipse, I'm just trying to find out how geico can save me 15%",neutral,GEICO,negative,899662044269613061,baked_skater69,2370635688
90b77971-66ef-4014-a370-9e844a959295,AIGInsurance,@SolKane12 @aigkenham @AiG How do you know what I think is true?,not,AIG,negative,899694361805508608,bytownbamboo,785896260398096384
21637b4b-1ffe-42fa-adb9-9b8e2ba81f85,AIGInsurance,"@DerekPluto Barraigh 3 - 4 BnF ⚽️ A' chiad gèama slàn aig Lennon, gille mo bhràthair @gingemacinnes Coltach gun d' rinn am bodach alright cuideachd. 😝",not,AIG,positive,899675834457493505,nicaonghais,26274994
5258ac2d-b7b7-4a43-9923-3ffeaac5c036,State Farm,RT @WashMystics: Let's see that in slow mo 👉Hightower's steal to seal our playoff clinch = @StateFarm Right Combination of the game… ,neutral,StateFarm,positive,899679082115457024,alleycat23,32647586
48a4b7c3-88e0-41d7-87b9-78c3412785f4,AIGInsurance,@aigkenham @AiG That's why your company is a failure.,negative,AIG,positive,899673123875958785,Twinklenuts420,875673367424245760
61032279-bce4-4b89-b825-89ede85e7890,AIGInsurance,RT @CyencePlatform: The need for #cyberinsurance is spreading. Check out AIG’s report on the rising demand in Asia: https://t.co/sMXtEytzik,positive,AIG,positive,897934659874545664,CardinalKC,544763150
b4f549cd-a23d-4f3b-9ff5-b5af170a057b,AIGInsurance,RT @AiG: Have Astronomers Found a New Ninth Planet in the Solar System? https://t.co/yD263NQNaV https://t.co/eRI7W6CtfV,not,AIG,negative,899676811272921090,JennRush,32613706
62b59f21-711d-4941-b3a3-b0c9c6a2bbe4,GEICO,RT @_SEOM: Recomendaciones estudio #BRCA1/2 en #cáncerdeovario: documento de consenso GEICO @_SEOM https://t.co/5eOpTTRdes,not,GEICO,positive,899659762077454336,oncofarmatoledo,3172474120
bd5f051a-1d1e-43d8-b899-2705ec507fd3,AIGInsurance,"RT @aigkenham: At @AiG, we unashamedly believe that the Word of God is our authority in every area.",not,AIG,positive,899671399375159297,lrfellows,158610935
214983cb-8cd9-46ad-80f5-399c687858e1,AIGInsurance,"AIG presenta proyectos tecnológicos que apoyan sector construcción. Vía @PanamaOn 
https://t.co/Nslp0NgIq5",not,AIG,positive,899649308911325184,CapacPanama,267964534
0d198817-44b7-496e-95e5-8deba94bd8d6,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/jd2axQjTLn,neutral,Farmers Insurance Group,positive,899652941866455045,yragedsaxor,138988922
42a16971-9c65-42e9-a279-bedb6d887ec4,AIGInsurance,"@AIGinsurance https://t.co/WWP22n2MjT

https://t.co/xj404Qp4eS

https://t.co/pgXwwADkIP

https://t.co/bn45vCqezy

https://t.co/N8jFN6oEiE",not,AIG,positive,899691612267192320,SpiderMan0015,886006522865647618
9e1ab7ea-8b5d-4309-a3fe-e8295f50367d,GEICO,@garthbrooks @GEICO @amazonmusic These are my favorite albums of yours! I was finally able to see you live back in September in Fresno! It was a dream come true!,not,GEICO,negative,897944408955342849,Ibjobo31,4896535246
b92a4cc4-f346-4beb-b635-d6409ac763b6,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899650700040445953,I_zBlitz_I,2614052288
74b0cd5c-1a2a-41d3-b562-fdc8e62d005e,GEICO,"saw a card of the geico lizard fucking flo from progressive 

Spencer's is full of surprises",negative,GEICO,positive,899661134197919744,ironyposter5000,776891149462175744
0aec17f6-87db-4d25-ade5-dbb328781e39,GEICO,"@GEICO I'll not be using your services as long as you continue to advertise on am talk radio, including @rushlimbaugh and @seanhannity",negative,GEICO,positive,899640670964637696,Fidgeteur,157751117
a8dd035a-b5b5-4044-b9ac-87a81c0a948c,GEICO,#GEICO SportsNite: Backup QB competition heats up. Read more: https://t.co/HjQU4Sd1tF,neutral,GEICO,negative,897949539146977280,bfsi_pci,4847968215
e2376c8a-677e-4c9c-9dbf-d2b53d481f8f,AIGInsurance,RT @Huzee666: @aigkenham @AiG It's a sign ! #atheism #Eclipse #atheist https://t.co/Uk6Zu69RNV,not,AIG,positive,899695280513196032,Liberal_Rebel_,119102366
b75b15c0-6e08-45ec-8e9e-e66abedefa50,GEICO,Smh. Where were u during the eclipse of 2017? In the claims department of Geico with a yt woman questioning everything that led up to this.,neutral,GEICO,positive,899659213512822786,MunchyVsWorld,214768362
f122c211-8aff-432b-bef9-02a6b5234da8,AIGInsurance,RT @Carl_C_Icahn: 1/2 - Very pleased the $AIG board is finally making some of the much-needed changes we've been advocating the last 18 mon…,not,AIG,negative,899657008412078086,heatherpeno,18338324
2fd73de3-b2f8-464a-888f-dff29b844649,AIGInsurance,@aigkenham @AiG That's a shame,not,AIG,positive,899693936117252099,ProtectTheUnion,798878533149925376
09b86fc8-be0a-4750-be57-153d2bf57bdd,State Farm,Stop by and pick up a Moon Pie and Sun Chips @StateFarm Lynn Ray's office in LaFollette! @LynnRay15862115 https://t.co/JBOueNuGyj,neutral,StateFarm,positive,899646861698449409,CCChamberTN,316597185
efedc9e2-1ca0-4d62-b789-0c8855198c6f,GEICO,RT @VOgrodnek: While your looking up the GEICO Skytypers prep for Atlantic City Airshow. Follow at https://t.co/jZxia50t6k https://t.co/SRY…,neutral,GEICO,positive,899658780878811136,DuffJuice31,284649129
95383329-f895-4b51-94e2-05c666025a66,GEICO,Don't let this tweet distract you from the fact that Geico can save you 15% or more on car insurance.,positive,GEICO,negative,899660930769977346,MoistGuss,719523779907465216
a2d5d778-dbcf-4ed4-a38f-dfe3146b0d52,Liberty Mutual,RT @HagevikRita: We have liberty mutual car insurance and we have had damage to a hertz rental car while on vac is it covered,positive,Liberty Mutual,positive,899650321391247360,salradiclia1981,884119236339277824
dfcb0b37-5bda-44d8-bc5f-834783b1de5d,AIGInsurance,¿Sabías que Panamá a través de la AIG impulsa la conectividad a Internet y un Gobierno Digital para la equidad ciudadana? https://t.co/LrHZE9R5NY,not,AIG,positive,899662395488038912,InnovacionPma,168526081
465da9f3-3122-41ad-9a42-449fdbfff9a8,State Farm,@StateFarm check out my song plz https://t.co/NOXyW62FTZ,neutral,StateFarm,positive,899689097756856321,Kaymoneyyy,46433187
b7477a5f-cff7-47a3-b023-670231f6f7fe,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899674842772815872,hearourvoice4,826476393793941504
5f5cfb81-eb04-49d1-a57a-520c6509032a,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899647746734510081,Goalstopper01,2784752102
b54fd494-1f1d-4d86-810a-7fcd78bc8517,State Farm,RT @prichardcom: TY @StateFarm for believing in our efforts to integrate students as partners in education. We couldn't have done it… ,positive,StateFarm,positive,899659213714141185,KentuckyPTA,170206480
8cc0c431-48e8-4255-a895-a53f8f7fd00f,State Farm,"RT @ClayMillican: Please take a moment to vote and help us win this grant from @StateFarm for @PutOnTheBRAKES 
Thank You !!!… ",neutral,StateFarm,negative,897947457350287361,beckyj111,18164010
754ed854-aaca-438e-a753-0427d73323cb,GEICO,I came home today to an empty house and a cryptic note from my dad about getting a discount on his home owners insurance with Geico...,positive,GEICO,positive,897944180898574337,Hollicopter,1853048060
08d00b62-dd6e-4863-96e8-a930cafc8501,GEICO,RT @HVCollision: We did it! On Saturday @HVCollision & @GEICO donated three cars to three veterans during a @ValleyCats game! Did we… ,positive,GEICO,positive,899636664213098496,ValleyCats,30856091
c0ffb771-a926-4351-99e7-5d5a372a97c6,State Farm,"Thanks, @StateFarm, for not caring about good students who are over 25 years old. Way to encourage Graduate Students. #thankyounotes",negative,StateFarm,negative,897945813938085889,SalamanderBell,2171260987
ff40a4c1-2153-401b-b906-a34dd66239f0,AIGInsurance,グランツ氏は「AIGはお客さま、代理店、ステークホルダー、社内啓発などの観点を考慮した上で様々な方法を使い、今回の成功を評価した。スポンサーシップは小規模な投資から大きな投資へと成長してきたため、よりビジネスやセールスチャネルなどへの影響を意識した投資と考え始めている。」 https://t.co/p5Puu5wdkM,not,AIG,positive,897947330820833281,NsportsJp,841628804242014210
f7faf012-f4e0-440a-94f8-b6dfa496a611,theHartford,"The Hartford entrusts Prudential with $1.6 billion in pension obligations for 16,000 former U.S.… https://t.co/I6AM8dtZXa #storystream",not,the Hartford,positive,897944116323012608,storystream,22635821
e3832534-b09d-4ba8-9058-c151f68d0f82,State Farm,RT @WashMystics: Let's see that in slow mo 👉Hightower's steal to seal our playoff clinch = @StateFarm Right Combination of the game… ,not,StateFarm,positive,899645724186595328,DraftJunkyJames,833735526024835072
73b01d09-8eb9-4687-859e-b931621f4b90,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899673056108523533,hilfiggafanclub,881053902312947712
c255d16b-32c2-4ca3-b28c-236ee6a80370,State Farm,"RT @colbywinters: @SkullsNCookies @math_tagger Hey it's Jake !
From state farm!
*immediately takes screenshot and reports him for not… ",neutral,State Farm!,positive,899650586743775233,math_tagger,4898228637
8c1f5c05-95e3-47da-97e8-efc0530ec233,State Farm,"It's #BackToSchool Please watch for school zones, obey speed limits, & stay alert. Don't become a @StateFarm commercial! #solarbender",negative,StateFarm,positive,899647994659778560,RealtorDebbi,282214370
04c6731b-5028-415f-8d29-e7a3363acaa5,State Farm,Show some love for #ULIEA'rs @ChicagoEcoHouse w/a vote (or 10!) so they can get $25K from @StateFarm & grow! Vote: https://t.co/WNF9gxJdZr,neutral,StateFarm,negative,897938548803817472,NAAEEStaff,529461982
