id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
6c034b98-15a3-4238-8283-ee66b3c9e887,Liberty Mutual,"Corporate Legal Secretary II - Liberty Mutual - Seattle, WA https://t.co/xXZ7j2Ljkl Job Seattle",neutral,Liberty Mutual,negative,899642022083952641,JobsSeattle2,2250012206
605778e9-e7e4-4fa0-b91b-8d82d0b1f87c,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,positive,GEICO,positive,918520851821195264,EyLoading,715575342300135424
ffe5e3ca-5b1d-4cd5-b7bd-417c406e8a2c,AIGInsurance,RT @AiG: Have Astronomers Found a New Ninth Planet in the Solar System? https://t.co/yD263NQNaV https://t.co/eRI7W6CtfV,not,AIG,negative,899641406687465473,SteelSlayerMatt,88296327
14ff5f20-3cd4-49b9-8581-060e40305502,AIGInsurance,RT @girlinjadegreen: Climbing the Aig. Grand Montets via the East Rigde. The Chardonnet and Argentiere Glacier made a fine backdrop.… ,not,AIG,negative,899636311824502784,ChamAfter,4318056737
48445b7d-e458-443a-bf23-11050f380b0b,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918510599314821120,sponge_nealie_,355612689
7f026b09-364f-491e-967c-56f6cb239ef9,GEICO,RT @kNo_Mercy: .....A bunch of money on my car insurance by switching to Geico https://t.co/0BppeAFlkm,not,GEICO,positive,918505458943397888,Mamijennn,888212736915537920
bd91f1e0-88e7-43f0-880a-df165ea0059e,AIGInsurance,@AiG When you ask these young people they say we are lying to them.,not,AIG,negative,918512163127545861,KenHamsArk,751429815568216064
d780fe2e-cd03-4e5b-aa86-5f06418cbbd6,GEICO,RT @stfuslutx: 181. ) when geico doesn’t save you 15% or more on car insurance  https://t.co/yFSD9e3d4v,not,GEICO,negative,918489186780499968,cyberbaye,4579290195
0beea6fc-7201-4026-8f9b-3cdfb08ca6ac,GEICO,@GEICO .....& let Geico know you don't reward bad(illegal) behavior!!! #ridiculous,negative,GEICO,positive,918507574810554368,Barbara00128601,3100410005
d47faa23-e32a-4301-ae61-f1e62e17ed5c,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918512514392121345,aaalex_h,431429811
968476e8-306d-428b-8337-344310b07f27,GEICO,the whole geico office when they brought in chick fil a https://t.co/ovdbIAtiAD,not,GEICO,negative,897944709297037313,b__morgan11,2936256417
101a0621-bb65-4e14-a0ae-5f99aeb6ad94,State Farm,"RT @ClayMillican: Please take a moment to vote and help us win this grant from @StateFarm for @PutOnTheBRAKES 
Thank You !!!… ",neutral,StateFarm,negative,897949689323991040,chattbiker,80409586
ac66ffb3-d775-458a-aad2-97a1404a930d,State Farm,RT @minnesotalynx: Sylvia Fowles powers through the triple-team for yesterday's @StateFarm Right Combination Play of the Game! https://t.co…,neutral,StateFarm,positive,899654437219774464,robpascavage,897093278507704324
60ec643b-8ec8-4193-802e-fa54a35f6f65,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918510783964655616,blaccgirlmagik,1539275994
1d102041-2d0a-4b56-9fba-5210c3e404f0,AIGInsurance,#TBT to when we partnered with @AIG to welcome the @AllBlacks to the states by teaching America to #DoTheHaka #client https://t.co/RUN4DqorFl,neutral,AIG,negative,918500479579115520,hablamos,21878488
ee9e5760-6267-4aba-bcb4-fa612b72e38e,GEICO,RT @kNo_Mercy: .....A bunch of money on my car insurance by switching to Geico https://t.co/0BppeAFlkm,not,GEICO,positive,918512379721404423,AnderieB,305248670
7fa1f0a1-8b4f-4c6c-be59-4247765ccfc4,AIGInsurance,"People News: MedRisk, Starr Companies, AIG, Arch Capital Group https://t.co/Dksyk1IGqv https://t.co/2GVAtCxffr | #InsuranceCanvas",neutral,AIG,positive,918500528870559744,InsuranceCanvas,4867857808
8a5c3045-b40f-450a-be80-4a26275569fe,AIGInsurance,"RT @bellevuepastor: Enjoyed preaching today at @AiG Pastors Conference. @aigkenham is a Godly man with a great, Christ-honoring ministr… ",not,AIG,negative,918506165981646848,franceschinian2,3253906285
3745a6e4-dc39-4aa2-a1bf-81dd8917e1c2,AIGInsurance,"@volemangler @AiG Ok , show me a fossil with a date on it.
Show me any transitional fossil.
Show me something observable, that I can see",not,AIG,negative,918508429852934144,Smete69,727508356173279232
067933c7-2ecb-4b43-937a-e1d193a4ff2a,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918509251303178245,highspeedmerge,43978171
24292ea3-6104-4222-a76d-4ee5a71d16c1,GEICO,"Martin, Hampshire in Podium Battle at Budds Creek Motocross - GEICO Honda Team PR https://t.co/hRBd4TAcch",neutral,GEICO,positive,899688337203535872,MotocrossNews,48135911
b1e69b49-592a-422a-bf01-65de9102e278,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918507496431595523,ohdaskoko,3038577048
e9cf260a-0dcd-49f5-a11d-f91fa6fcca16,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918508173849395200,Tony_FG2,874718515
aadc0582-dcff-47f0-b8ea-b943349db80c,State Farm,RT @PanthersPromos: Meet #Panthers legend Brad Hoover tonight @Panthers Lair on the NE Corner of Mint and Morehead at the @StateFarm Ro… ,neutral,StateFarm,positive,918516327240929282,topherdude72,838759369986580481
974922d9-0b12-44c0-934e-5ff77aa781da,AIGInsurance,RT @AiG: Why are so many young people abandoning traditional church? https://t.co/lroPVQbOeZ https://t.co/bEJmhq1ukn,not,AIG,negative,918514204558200832,JeffreyABlack1,1436283018
35ac24c2-572c-4cb9-8455-b5ae9a3ba54b,AIGInsurance,“I couldn’t imagine doing anything else”. Golfer @gleeson_alex gives an insight into what it takes to be an AIG Irish Amateur Close Champion https://t.co/fNw46RoRIJ,not,AIG,positive,899670556022374404,AIGIreland,920975216
a2d079b2-e65c-4805-8fa7-6cd27b8b3657,AIGInsurance,Cho moiteil gu bheil an leabhar agam ga chur air bhog aig a' Mhòd! Tapadh leibh #AcairBooks #leughleabhar https://t.co/WQ5umzq2Zi,not,AIG,positive,918499920277012485,mogibarra,3240358204
9bd5b3fe-9c78-4dd2-bf40-45b9c6674ab2,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918496939422994433,cydxxc,780587822629605381
1ec26be5-9e4b-4d4f-9748-7d8497e222c9,GEICO,RT @abc15: GEICO pays $20K settlement from victim's policy to families of teens who caused crash https://t.co/UTwhImPRzJ #abc15 https://t.c…,negative,GEICO,positive,918491364744093699,laynee1laynee1,2866255793
b860399a-f827-45c9-b8ee-6d980812f952,AIGInsurance,RT @InnovacionPma: ¿Sabías que Panamá a través de la AIG impulsa la conectividad a Internet y un Gobierno Digital para la equidad ciud… ,not,AIG,positive,899675422631358465,81Barraza,1225959582
a23a0561-495b-4ada-a924-b18bc3eb80d0,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918511758226149377,Tyb_Wolf,3386861421
9df30b4b-3c08-4c0e-9963-f4594c46da04,AIGInsurance,"@aigkenham @AiG Stop spreading lies and misinformation

Read: https://t.co/d03SVpiDYX",not,AIG,positive,899681561431461889,GOPFormerRalph,795855760194469888
3a10bf41-165d-4033-b90a-638a86bdc3db,GEICO,"@GEICO I would so be cancelling my policy if I had one, please explain yourself on this one https://t.co/8xeo2RDZ6N",negative,GEICO,positive,918521243141361670,dunit_doug,4068874858
58bb6157-d771-4ee1-8e65-0c01f465e0c3,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918510837446344705,LDiesel22,65476267
49bf7880-55e9-4133-8b8d-98624b774d67,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918513015397539840,omgeze,273027747
b19f313b-d387-4336-825c-0b261b3ece09,GEICO,he-man geico commercial,positive,GEICO,positive,918504447155851264,YoshiKart8,3722345237
9850c3e9-fcec-4488-8de4-7201eb25e61b,AIGInsurance,"@ictlogist ...suposo que precisament perquè el seu argumentari fa aigües en aquest punt, i es nota",not,AIG,positive,899657600295473152,urixturing,393234947
4e8b9dd7-8443-43e2-a244-0847c974f749,AIGInsurance,"@garyperardua Hello Gary, Please contact us at our email GCRS@aig.com and we can assist you with logging into your account.",positive,AIG,positive,899637856091734016,AIGinsurance,126118683
fc68edf1-6e59-4a7d-9dd4-820033592221,GEICO,Thanks for the card @GEICO could've thrown $20 my way though 🙃 https://t.co/opOCgPdWXV,negative,GEICO,negative,897934863298428929,beaster70,446817435
d8833f13-de09-4214-8d7b-af3b6f9f56d5,AIGInsurance,"@arfues i que té a veure les aigües de Barcelona? També és un niu de de terroristes?
Bueh, que pels preus que cobren casi que si",not,AIG,positive,899676797775826945,tietavarenu,2722064936
b5a95b69-d3ac-4fe7-af78-782a67bf8926,State Farm,This @StateFarm magnet from the '90s featured the Good NeighBear and helped families prepare for emergencies. #Throwback #FromTheArchives https://t.co/RHD2ttI3NS,positive,StateFarm,negative,918491832052473856,JohnsonSFagent,460360175
3b2d4c2f-9b8e-4120-9ed2-3ab1fe56bf4c,AIGInsurance,American International Group Inc $AIG Stake Cut by Montag A & Associates Inc. https://t.co/TPNllrEZmJ,negative,AIG,positive,899639337545080832,midetimes,2266388972
a7bcf147-0b42-400b-9b3c-a8eaab6f1755,State Farm,RT @SF_NickM: Simple Insights https://t.co/h71aMMuYjn via @statefarm,not,StateFarm,positive,899686818152460288,skywise29,274839993
02a3fae2-302c-47ca-92b4-833eca4b4225,GEICO,@Mathewjohnmati2 You could save a ton of money by switching to LIFO not geico,negative,GEICO,positive,918490203744100352,bullethq_botty,3448196188
66821f54-412a-42bf-9ee9-7e428d740f29,AIGInsurance,"@BiblicaCreation @AiG Your bible is shit! 100% crap! Saw it the first time I read it. Then I read it several more times, trying to figure out you're don't think!",not,AIG,positive,897947700842250241,mr_bugzy_malone,1841629092
f9400297-ef59-4565-b06a-f43573fb0eaa,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918515893788852225,lnmenke,4745950517
4061b7c5-0c60-4a28-92bd-e03fadb6d91c,theHartford,"The Hartford entrusts Prudential with $1.6 billion in pension obligations for 16,000 former U.S.… https://t.co/6kIiXlnjIn #storystream",not,the Hartford,positive,897944849361510400,financialnewspr,206826998
af1e5bf3-8185-4ffb-8f01-a370c0ff97ad,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918521043320541184,thotsauce_____,575442183
86a3f35c-8488-4aea-a00c-4c2f8b5d2b92,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918500590115684358,chargebuffering,2377884912
e3e4c0a1-ace3-4313-a0e8-1755c672c773,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918488873273044994,rodine_pierre,2516918664
db4698bb-0fe8-4514-b21a-abdf3e5472d7,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918507495504728065,Iegendyonce,1243506732
6466f747-06a2-4469-b736-139e4121b8b4,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918490007794520064,myelizabethjane,55456989
0a2520d4-edcf-4b36-8b77-2b981f8931a8,State Farm,RT @SF_JenYoung: Good Neighbor Day on 9/28 is quickly approaching. Let @StateFarm help find the right #volunteer opportunity for you…,neutral,StateFarm,negative,899671240255950849,mattiecstewart,20802780
9eccccee-f73b-4908-b8b1-0063b802fee9,theHartford,@FlexOnEx @Ahmazingxo And foh idk about anyone else but The Hartford ppl surround myself with show love to talented individuals,not,the Hartford,negative,918491438329028608,cheyisdead,344685274
585e7996-e3f2-44e7-a647-a95fb38cce9f,GEICO,"Happy with Geico Xpress service, my wreck is on its way to be fixed.",positive,GEICO,negative,899646368284889088,ramperez1,39886862
21cb7c65-0c5a-48b8-9ece-244f46c139ff,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899686073609076737,Corywtf_,324713294
ef714612-c047-478f-8f4b-e8298cb1df63,AIGInsurance,"Analysts Are Gushing Around American Global Team, Inc. (AIG), Activision Blizzard, Inc. (ATVI) https://t.co/MwDyKv31ct #insurance",neutral,AIG,positive,918512771934900224,good_assurance,788674533914017792
591eec90-0e79-40be-bda4-70f94864b51b,Liberty Mutual,"Want to work at Liberty Mutual Insurance? We're #hiring in #Middlebury, CT! Click for details: https://t.co/yDKDR1JfCt #Sales",neutral,Liberty Mutual,positive,899672777447231488,tmj_ctg_sales,25305909
e56ca4eb-d171-4ab1-b44a-c6655b532b14,GEICO,"""I just saved 15% on my car insurance by switching to Geico!"" https://t.co/m83jHKCbNw",not,GEICO,positive,897936368193609729,LesPaulCustom,26452874
916356f5-5eed-4918-aa96-d9caa9371722,GEICO,"Martin, Hampshire in Podium Battle at Budds Creek Motocross - GEICO Honda Team PR https://t.co/Nx3wOumb3I",not,GEICO,positive,899685040765812736,DarwinMotocross,4369271360
17c0585f-ef96-4da6-bbb9-2769f484e96f,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918501977184665601,jxsmineeee_,35477997
9ff86e66-6b00-4d09-980c-eded624aeaf4,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918507636512849920,salmattos,48481547
56c7432c-220b-4819-8dae-6cf5d6cd00aa,GEICO,RT @HeyMissNona: A lot of money on my car insurance by switching to GEICO. https://t.co/fiMnoNKu37,not,GEICO,positive,918511730896134144,linzeyhoehan,2460315265
b33821a6-f421-4a41-bc01-6fb2c8a74744,theHartford,"RT @JermaineWatkins: Episode 2 of the Hartford Series Singles

@THEHEARTTRAIN ❤️

#OnceUponATime

@AmazonKindle @GoodReads #AmWriting https…",not,the Hartford,positive,897933819742965761,germanejermaine,1659276252
764ab786-483a-4d88-8d86-4d79ce796692,GEICO,"@GEICO Might be time to find a new insurance company. #Disgraceful
https://t.co/JWCtK0NYCB",negative,GEICO,negative,918514821083131906,TruthOfChicago,873200665
,GEICO,"Geico, you suck big time",negative,GEICO,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
