id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
00e7d8ef-31f2-41f5-a94a-47a6ef1e7aa6,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899641473079144449,PringleAlt,738931638026014720
e9516fc7-dee6-49e5-ae6e-aa521df8302d,AIGInsurance,RT @AIGinsurance: 600+ AIG employees & their families supported the life saving work of the @AHANewYorkCity by joining in the Wall St…,positive,AIG,positive,899689886764216322,AHANewYorkCity,14323863
232e0b7d-6655-4d5b-b5c8-14ddbd5f3ffd,GEICO,@geico @GEICO_Service how do i submit  paper work for claim? How Policy holder not have contact with Driver and justify their ill knowledge?,negative,GEICO,positive,899637519003865088,BEATPiRATE24k,126732562
0002fe1a-712c-48a0-98d5-8777cd87af59,AIGInsurance,@bytownbamboo @aigkenham @AiG The same reason you know it's true: it convicts us.,not,AIG,negative,899693943557951488,SolKane12,885849103330148359
c2c45f5a-2642-40a3-803a-92b88ca430f4,AIGInsurance,$AIG #Options volume chart in animation. Free stock station app https://t.co/2pXJ5wGWUK https://t.co/BLiFhapXxt,not,AIG,negative,899655166734893056,OptionsProVol,706269135404081152
92ab3f40-b9c3-4ad6-9f55-01a6f8743d35,FarmersInsuranceGroup,@FarmersRacing @BMSupdates @kaseykahne @TeamHendrick @Hendrick5Team @WeAreFarmers I hope so I will be rooting for him,positive,WeAreFarmers,positive,897933699919904768,heatherchajko,1695426348
d5d7f419-bf79-48aa-a40e-064da6b43783,AIGInsurance,"@AiG Yes it does. Read Bart Ehrmann in Misquoting Jesus, and learn how many times translations have erred over centuries of human effort.",not,AIG,negative,899638383387004929,gofast,15765287
f7cf69ce-d6fe-4b0d-a163-651e70aff613,AIGInsurance,@AiG @ShawkOfGawd Don't you dare claim to value science when you peddle creationism and ID. Nobody is fooled by your crappy tactic.,not,AIG,positive,899659473358290944,Brianrrs37,17494961
a0efaba3-025b-4bcb-8a21-fbc2be4a6b5d,State Farm,I'm really disappointed in @StateFarm's customer service. They don't feel very neighborly right now…,negative,StateFarm,positive,899670238362558464,TaikeinCooper,26642189
912c21cd-3375-49a2-93b0-0d094f1976cf,AIGInsurance,@Daily_Record @bordnagaidhlig1 Cuir moladh a-steach airson sàr Ghàidheal as aithne dhut a tha airidh air duais aig Duaisean Gàidhlig 2017. #DuaiseanGàidhlig,not,AIG,positive,899655032810885121,MediaScotEvents,1262467105
d2159995-9c6f-4f34-9a9c-2e1865cdcd50,GEICO,@KEEMSTAR don't let this drama distract you from the fact that geico can save you 15% or more on car insurance.,positive,GEICO,negative,899645564320710657,TimXJohnson,881591122669252608
b6d400d9-6b39-4c73-9c8b-f2d7f33781d3,AIGInsurance,@aigkenham @AiG  https://t.co/oH9bdoSchC,not,AIG,positive,899672008069349378,hXcMarc,2291771604
80b01c27-54db-43c5-9961-57e67bb5078a,AIGInsurance,"RT @nicaonghais: @DerekPluto Barraigh 3 - 4 BnF ⚽️ A' chiad gèama slàn aig Lennon, gille mo bhràthair @gingemacinnes Coltach gun d'…",not,AIG,positive,899677686448238594,BenbeculaFC,534426386
44908037-3dbb-4468-9c7e-1f8947f49f3d,FarmersInsuranceGroup,We hope everyone has a great week! We would love to give you a quote on that new car or home! Just give us a call! #farmers #wearefarmers,neutral,WeAreFarmers,negative,899636799265550340,FarmersChrisM,898622459695349760
ec435162-9eec-4a41-bcab-e95c92dc1ede,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899665773442080770,MatthewD_Rogers,614841921
fa276a0f-ab42-4261-8ef0-930703dba4af,State Farm,Holy cow StateFarm is stressing me out today!,negative,StateFarm,positive,899668557956599815,elainakristen,893603400344055808
e479aa44-9b4a-4460-887b-9c00d4fff890,State Farm,TY @StateFarm for believing in our efforts to integrate students as partners in education. We couldn't have done it without you. #SVT5th. https://t.co/IL6I92AeUD,positive,StateFarm,positive,899640778376478721,prichardcom,46124171
aa8503fc-a0ec-49f0-8a43-149414e2d3cf,AIGInsurance,"AIG discute Seguros D&O, Riscos Cibernéticos e Ambiental no 12º Seminário Internacional da ABGR https://t.co/f7rdbZocHg",not,AIG,positive,899654057408700416,portal_nacional,50001691
0f5b3060-0089-4798-b7c3-74abc2d0274a,GEICO,RT @Jamesonroxx8: I save my money by saving my fucking money...not by switching to GEICO.,negative,GEICO,positive,899653330942783493,johndiscman69,836303971451092992
c44a39c8-d1cb-4add-8879-8da057daf4d7,GEICO,"Martin, Hampshire in Podium Battle at Budds Creek Motocross - GEICO Honda Team PR https://t.co/Kk2QksPqNn",neutral,GEICO,positive,899683372712243201,all_newsonline1,811242724145958913
da4388c7-ac9a-4841-a3ba-7763c615e7dd,FarmersInsuranceGroup,The latest Dennis Dunleavy Agency - Farmers Insurance! https://t.co/E2wLk7Y24i Thanks to @JuleykaLantigua @AgeLite365 @kcarrsmith #insurance,neutral,Farmers Insurance!,negative,897947885526036482,Farmers19034,4796286495
591db1bc-c6d6-4a34-a92e-ae74c76a2207,AIGInsurance,RT @Bpizzle42: AIG for Workers comp worst customer service ever!!! Client sent a ck that was NSF. They paid the Policy in full. AIG cancell…,negative,AIG,positive,899678727822594049,stylacjened1984,887341503395311616
a0efaa7a-af00-45f8-9083-3dd3888050b1,State Farm,@StateFarm @LilyElise @SupLils,neutral,StateFarm,positive,899646589345685504,_BrandonLusk,15308083
0412ada3-af74-404f-a8f1-d9f089a516ac,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/WbtpFXe4TQ,neutral,Farmers Insurance Group,positive,899667707204956161,judireez,182674209
2831df19-2fb0-4011-95ca-f428237b767a,AIGInsurance,EXPERT NA NANAY KO SA 1D AIG PA AKO,not,AIG,positive,897949078037843968,waifuwon,3991927574
09c44227-ed93-42e2-9718-7b451f617731,AIGInsurance,@Hermetiaillucen @AiG It's like trump claiming what he does is good.,not,AIG,negative,897949891971883008,jzap76,826667508430053377
25b62453-e2c5-41c3-bed1-5baf01a1120f,GEICO,RT @GEICO: Gear up for #BackToSchool at @Cabelas for all your fall camping essentials! #ad https://t.co/Z7SHcn8DBd,neutral,GEICO,positive,899690640166072320,GermainRacing,119405908
96a52061-6d41-4444-97ec-e0fa36ed6492,State Farm,Have a find new insurance. I'm not going back to Statefarm 🤚🏾,negative,StateFarm,negative,899663370332381184,NishJustFINE,388514920
69b534f3-c081-428f-bd03-43922ea61432,AIGInsurance,"President’s Police Medal for Vigilance chief, AIG.. https://t.co/ukMgeE3FIy",not,AIG,positive,897933869898375168,NewsBossIndia,753259712028696576
d65489aa-6469-4267-a3e0-98d8874296f5,Liberty Mutual,Liberty Mutual Group Asset Management Has Lowered Alleghany Del $Y Stake https://t.co/EdBHfhKu8s,positive,Liberty Mutual,positive,899650107313991680,MarieSm76375904,878647322388951044
b90f6215-0077-47ab-88c1-0edab8055e44,AIGInsurance,"RT @aigkenham: At @AiG, we unashamedly believe that the Word of God is our authority in every area.",not,AIG,positive,899671691449729025,SamEEReyes,1099837832
6f2268e3-6230-4777-ad45-215fba850500,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899681305218002944,mjlessi,2337803498
d3829dc5-e8d5-4fe5-9fde-c96614c1ca7f,AIGInsurance,@AIGinsurance enquiries@aiglife.co.uk,neutral,AIG,positive,899637849951277056,OAPSchat,1389725850
1f6fd6bd-f6e8-4c5e-97b3-90780996e34e,GEICO,"@GEICO @GEICO_Service @TheGEICOGecko I may take an apology, not hurting for money I want Assurance for my Insurance your Clients pay already",negative,GEICO,positive,899635763071131648,BEATPiRATE24k,126732562
0ffc6f7a-a024-4e1e-b2f0-e39824c755b7,State Farm,RT @SF_JimSlaven: Simple Insights https://t.co/keZJUsONWR via @statefarm,neutral,StateFarm,positive,897936166825193472,NWIUrbanLeague,2888894904
3453bd71-9d78-4efa-9614-d01e6438d95c,State Farm,Don't let the competition discourage you from buying a #car. Call 212-568-8100 to find an #affordable #insurance plan. #StateFarm #NYC,neutral,StateFarm,positive,899656786495627264,JTejada_SFAgent,784379261159346176
9cd02664-f1e0-4741-8343-648dead13017,State Farm,RT @SF_JimSlaven: Simple Insights https://t.co/gvxwIej6Jf via @statefarm,neutral,StateFarm,positive,897936319334109184,NWIUrbanLeague,2888894904
0895e332-3e0f-4ae7-8839-86321ad6b5f5,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899657385899413504,Svenrespanky,786574881865494528
8cb6af93-2700-476e-a4bd-53cf2850178f,GEICO,A Harris County jury saw right through GEICO's claim that Keith was lying and delivered justice to Keith. Read more: https://t.co/HSfHr8MI53,negative,GEICO,negative,897941129789755394,VBattorneys,524423489
a75ba983-d916-4d75-9e72-052cfd1615be,State Farm,@hfhwm @StateFarm Got my vote!,positive,StateFarm,positive,897946905367281664,thealanaleblanc,2475740946
d64b9efe-d1f2-4870-bf36-1f9c9f17b0ca,State Farm,Simple Insights https://t.co/zKkTGisQC3 via @statefarm,positive,StateFarm,positive,899647237268975617,SF_JimSlaven,2980132659
da87ddbd-f92a-431a-992d-251af13363d5,AIGInsurance,"RT @AiG: Religion: What Is It, Where Did It Come from and How Does the Bible View It? https://t.co/TspPvnfgba https://t.co/6uHlQBRFdU",not,AIG,positive,899648146707550208,leswilliams13,358514728
59705858-e620-48cd-af74-4563d1638f10,State Farm,I just want to thank @StateFarm for keeping me with a great rate for my homeowners Ins even w/o having my auto to bundle!!! 🤗,positive,StateFarm,negative,899640193904508930,704_Diva,280085732
73ba05f6-dedf-4f85-ac65-f20cbefe994f,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/nVh45lFwqW,neutral,Farmers Insurance Group,positive,899649634145943552,Rigbydiesel,260990126
e93a13aa-6d0a-4bfe-b583-86670be194d9,GEICO,RT @_SEOM: Recomendaciones estudio #BRCA1/2 en #cáncerdeovario: documento de consenso GEICO @_SEOM https://t.co/5eOpTTRdes,not,GEICO,positive,899655875291426818,EstebaranzLaur1,788672983132958720
99617fc3-380e-478a-ab05-2a03d402cb85,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/Ql8YuNERf1,neutral,Farmers Insurance Group,positive,899666435127070721,vgreen5872,4268462958
0e856ddf-294f-4bfd-8d56-61e8ff97a743,GEICO,Don't let this eclipse distract you from the fact that you can save 15% or more on car insurance when switching to Geico 😂😂,positive,GEICO,negative,899694816451338240,Dubb1K_,496378957
3032f02f-fdf1-4493-a617-04bc19ac43b3,FarmersInsuranceGroup,"What dreams are you trying to reach?

#MondayMotivation #InsuranceAgent  #FinancialServices #FarmersInsurance #Insurance #Stockton https://t.co/n8irTSWvmA",neutral,farmersinsurance,positive,899692799557214214,FarmersAgent_AR,850034594132877312
18372034-4683-4798-a67a-409ff0b8818a,AIGInsurance,"@AiG Noah is later version of Utnapishtim.
In what way is Utnapishtim an example of faith for us? https://t.co/qcLMoCyZVj",not,AIG,positive,897934410732916738,godlessrobot2,888384014804856832
1bfa4582-da68-4282-a95d-8727cd0b99e0,AIGInsurance,Un dia m'heu d'explicar el rotllo entre israelians i parc nacional d'aigüestortes,not,AIG,positive,899637599744262146,plujafina,437605033
8b746f73-3246-43ae-a1e2-d9b828dcddce,GEICO,Lucas Oil Pro Motocross Championship Results: GEICO Motorcycle Budds Creek National https://t.co/O1lsdUfMxT,neutral,GEICO,positive,899654889051217922,MotocrossPress,861678575937867777
452838d5-34cb-481f-ab72-562fbc466996,AIGInsurance,@aigkenham @AiG What?? Which eclipse?? The bible does not say that there will be an eclipse in North America. Why do you think there will be an eclipse?,not,AIG,positive,899636408540946432,schmitttraining,96603408
70102166-7917-4e5d-816c-a5ad50af2c1d,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899674792974012416,FarmvilleAreaCh,281249021
05737369-f2d1-4e8f-af95-cf9844822c03,GEICO,"Hi @Progressive, can you rescue me from the hell that is @GEICO?",negative,GEICO,positive,899665090512814080,machucartier,22364936
c6f151aa-93fb-4fde-acd8-68a41ecb2eca,GEICO,Geico has classified a Solar Eclipse in  small Tennessee towns in the same category as a Zombie Apocalypse. Let... https://t.co/kA4B8IEJkz,negative,GEICO,positive,899662606209884161,itjedi,10369472
b5e3e749-5e7f-4b88-ba88-81c420d268ea,State Farm,Pls vote for our Mentored Living Program to win @StateFarm $25k grant? Voting ends Friday! https://t.co/QvTXnUlnUP #SFNeighborhoodassist,neutral,StateFarm,negative,899667261002305536,OMHSWFL,897888266569043971
44dd3e61-05f4-40d5-aa44-539b37d995cf,State Farm,RT @SF_JimSlaven: Simple Insights https://t.co/Z2HEQhbUtH via @statefarm,neutral,StateFarm,positive,897935012053618689,NWIUrbanLeague,2888894904
d7e8e34e-5c6f-4eaf-ba0f-a97dd1ef2d6b,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/2KPpwxgEWt,neutral,Farmers Insurance Group,positive,899663424484892672,grnbonne,745659486019403776
3ae4a1f8-f702-47a7-9dc6-9b0aa020be2d,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899693951434805248,franciscoeyne,916002432
5dab4548-ee64-428b-b631-597cd1658f73,AIGInsurance,"@aigkenham @AiG Hey Ken what's your take on the solar eclipse? Is that God's work or just the earth, moon and sun being aligned?",not,AIG,positive,899678840615718912,Theowhoopass,151358029
4039405d-5e37-4f83-af05-c7cda2d7ddc4,AIGInsurance,"@aigkenham @AiG Q: if the 🌈 is a symbol of gods promise to not be a genocidal tyrant anymore, what is the #eclipse a symbol of?",not,AIG,positive,899690227085824001,theonederek,138369853
61bf95c0-db8f-43a1-9691-d5a9bdb3736f,State Farm,"@StateFarm you want to pay $18,910 in bodywork to a shop on a car thats market value is $16k. Not totalling bc it's 3 claims. Help me out.",negative,StateFarm,positive,897946927240810498,mstrasburger,55588930
624ac859-1bf4-4529-bf2d-7a014fb7ced7,AIGInsurance,"@GodDanC @AiG If you take the meanings of the Hebrew names from Adam to Noah, you get the gospel of Jesus coming. That's probably why Noah was name that.",not,AIG,positive,897942560240320512,ScriptureAyin,1013992224
e133a634-bd9a-46ec-914b-417f3bb7d352,AIGInsurance,"@theaterguy876 @krodmmer @aigkenham @AiG If he uses the approved viewing glasses, his faith in god is shaky. If god damages Ken's retinas, it means his god doesn't like that ark bs.",not,AIG,positive,899688662899863552,MaryGodfree,801547646
633264a8-8f1b-485b-a668-669372042166,AIGInsurance,"Walay chill sa CIC. 3 days way klase. 3 days sad ka aig buhat PT, IW, assignments.",not,AIG,positive,899637066060910593,almirakrisshaaa,3069688928
3235100c-c40b-400a-8d62-80c70a8b40c5,GEICO,Fuck 🖕🏽@GEICO,negative,GEICO,positive,897950133202993152,SlickIsMe,540538204
20e38d4a-1bb7-4cb5-b431-13fc7cee63bf,AIGInsurance,RT @BelGris: Aigüeta freda del Prepirineu https://t.co/SwFiCXypwW,not,AIG,positive,897934744431853569,AINTNOBODY9,402856820
1c75daa5-177b-4457-9023-c28d7c4035fe,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899684729871413249,mygooderway,2312233100
b9bbc515-f2f5-4603-bb40-2552609886cf,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899649313252360192,SherryFleming2,379229880
3dc9f531-61cc-4148-8bcb-53ae779b5667,GEICO,Is this a geico commercial? https://t.co/otRnUSeS4f,neutral,GEICO,positive,899688492556361728,IsaTotahESPN,629719956
a49a5b6e-d086-4c1d-a831-0f6d9dfadf08,AIGInsurance,"RT @bannanYF: #Rehearsals #Readthrough #Sreath5 #bannan

+cuimhnichibh S3, Ep2 air @bbcalba a-nochd aig 10f!

+don't forget S3, E…",not,AIG,positive,899675497940090880,bbcalba,323240758
2e9305c1-b457-4528-b2ab-6ae2f64ecae3,AIGInsurance,"@aigkenham @AiG Uggg, @NatGeo called the moon size and distance ratio with the Sun ""Cosmic Chance"".  An Accident caused these PERFECT eclipses!! @ToddFriel",not,AIG,negative,899682643230457856,neuh33,493436504
8c6e4248-0326-4ed1-a4f2-646c93bdefe3,GEICO,"@GEICO not the best way to earn my business, spend 15 minutes filling out information, and then glitch.",negative,GEICO,negative,899658467442663425,CramersShirt,790309974
718c3e3f-76c7-4a47-95c6-6365172b4d3d,AIGInsurance,@MerkelPatty @aigkenham @AiG And amen.,not,AIG,positive,899677327088640002,carole_awebb,2730510683
9bfeb829-4071-48a1-a0e9-6835dcea27cf,State Farm,@StateFarm u guys are the worst! I asked for a supervisor and got told no...nvr any help from y'all. I'd nvr want u as a neighbor 😡😡😡,negative,StateFarm,positive,899636547670102016,_jaebear,3012818347
9d7a1a78-7047-4dd0-b330-a1a8459131dd,GEICO,#reptilian geico #phonephotography #lyft #lyfting #hollywood #phonephotography #miami… https://t.co/VBlkhktUKp,not,GEICO,positive,899660326773243904,vincipeople,73852108
9cde5c76-643b-47cb-914a-3db73b5d9770,AIGInsurance,"RT @InnovacionPma: AIG promueve tecnología con propósito y muestra de ello es GESNA, plataforma que apoya el @CensodeSaludPma… ",not,AIG,positive,899671471269830657,CensodeSaludPma,780814963874992128
4442ad7e-9750-4c10-b468-a3e0587928dd,AIGInsurance,"Ara faré de bon culé: Aquest any patirem, no tenim equip, no tenim arribada, la defensa fa aigües per tot arreu, el mig centre no domina...",not,AIG,positive,897936073136975873,xaviercima,15424281
c6e7563f-7d17-4b73-8247-4e6140cbd770,GEICO,@RogierJW @BigCheds Pretty soon he'll be switching to Geico... then prison blues,neutral,GEICO,negative,897943206075052032,mikewinters2,19351122
9dd03039-a0dc-416f-ba53-612a5651a96e,AIGInsurance,"@AiG Wheter they did or not, it is definitely not your place to say!",not,AIG,positive,899636706437210112,Broken_Babylon,892303895690608640
b30ee2dd-d902-4d8e-adf0-dfa729a82e99,AIGInsurance,RT @AIGIreland: “I couldn’t imagine doing anything else”. Golfer @gleeson_alex gives an insight into what it takes to be an AIG Iri… ,not,AIG,positive,899670769696768000,NIGolfPodcast,721561214623592448
5b498d1d-4373-4a94-a089-c368ee379bbc,GEICO,Quick! Call @GEICO. #BonnieTyler singing #TotalEclipseOfTheHeart would make an epic commercial. https://t.co/CITpdkXFpQ,neutral,GEICO,negative,899650778855424000,jeg_28,233580616
e1690a8f-4549-4a44-b157-9b2cfedea72b,AIGInsurance,"ACTUALITAT: ""Sabia Martínez aconsegueix el bronze en aigües obertes als mundials de natació de Budapest"" https://t.co/PDobVSZJ2u https://t.co/OlZntuoYGC",not,AIG,positive,899695112325701632,tarragonaradio,150572752
ed121fa3-bcfa-4064-a56d-d676b8634509,State Farm,"RT @EdBurke_SF: @marjories_hope was nominated to win 25k from @StateFarm please help us vote! Please vote!!! @JoseSotoSF
https://t.co/EQqAP…",neutral,StateFarm,negative,897945467945984001,EdBurke_SF,826590941121241088
38bd52b8-ebf8-49f0-8b05-992d5192aed8,State Farm,@StateFarm by we I mean me. But I'm sure there are more out there. @LilyElise,neutral,StateFarm,negative,899646463852126210,_BrandonLusk,15308083
a2a62c4c-0640-48d2-8484-a34c2972fd6c,GEICO,RT @madisonvic_: at least people of SC will save 15% or more on car insurance if they switch to geico https://t.co/baUZYpOHxh,positive,GEICO,negative,899678730703982592,EdBoiii94,76755722
a834deea-6b32-4300-8d21-88836788609b,AIGInsurance,"@AiG Your at it again, the vunerable will think that's real science. Shame on you.  Pluto's around 4.6 billion years old.  In real science",not,AIG,negative,899668236417069056,Shuggyheadshot,101573626
244bb8da-b4f1-4270-bf4a-0cb505127d86,GEICO,In the market for some new car insurance not dealing with progressive anymore an not going to Geico 🤔🤔,negative,GEICO,negative,897950371947085824,Kandakeof3,2854134909
78ee779b-daca-4c04-9311-fb66c4ebb8d7,AIGInsurance,"L'aigüera, la dutxa...comença a drenar lentament? 
Està a punt d'embossar-se! 
Ja venim… ☎️600 399 050 
No tanquem! 24/7/365
#desembussos https://t.co/lVLsiIa9X5",not,AIG,positive,899649800223694848,Girojetgirona,877816039266033664
f18bc277-531f-4e80-bcbd-e773f848500f,State Farm,@SalvationArmyUS Help our Swim program get into the top #40 of the @statefarm natl comp ($25k)! Vote daily at https://t.co/g7F6gp94df,neutral,StateFarm,negative,899686467265540097,CamdenKroc,573668059
